cluster,station_name,state,district,date_of_record,avg_temp,min_temp,max_temp,humidity,relative_humidity_pct,dew_point_c,absolute_humidity_g_m3,wind_speed,air_pressure,rainfall,elevation,latitude,longitude
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-05,29.1,24.1,38.1,78.06320639191425,78.06320639191425,24.88232894938145,22.49784526488439,14.7,1014.2,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-06,28.9,23.6,37.5,75.5544435916766,75.5544435916766,24.142689216577896,21.53858688305906,16.8,1013.4,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-07,29.5,23.4,38.6,73.7642552769772,73.7642552769772,24.320890913919648,21.726693827343603,15.0,1013.4,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-08,28.9,22.8,38.3,74.25718057643897,74.25718057643897,23.854216702833376,21.16877127942787,14.3,1012.5,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-09,29.7,23.2,38.3,73.93586806720754,73.93586806720754,24.552222573984654,22.014999892373083,12.7,1012.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-10,29.7,24.0,37.5,73.62100709478631,73.62100709478631,24.480862669393012,21.921247503239503,18.6,1013.5,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-11,30.0,25.0,37.4,71.1125221236549,71.1125221236549,24.189979313331875,21.5213720096731,21.2,1013.6,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-12,29.8,24.9,37.4,72.57380356152777,72.57380356152777,24.337625976620767,21.726943372447757,19.9,1013.0,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-13,29.6,24.5,38.2,68.40936701944077,68.40936701944077,23.163786359011066,20.259189292762198,16.9,1012.9,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-14,30.2,26.2,37.3,68.22388221279013,68.22388221279013,23.69064385765967,20.87172338562463,18.4,1012.0,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-15,30.0,25.3,38.0,72.311170085673,72.311170085673,24.46908445350758,21.884128777804197,18.1,1011.6,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-16,30.3,25.8,37.9,73.64784834826162,73.64784834826162,25.06422157193902,22.653133558756934,21.5,1011.9,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-17,30.4,26.4,38.4,77.75036608387506,77.75036608387506,26.07431857525678,24.044471316067078,17.4,1011.3,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-18,29.7,25.2,37.9,78.79779804206217,78.79779804206217,25.621677324878807,23.462678680371564,12.7,1010.9,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-19,30.0,26.1,38.3,75.73079407228309,75.73079407228309,25.243664467772916,22.91903792954354,15.4,1011.2,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-20,30.2,25.6,38.7,73.53032448400602,73.53032448400602,24.94122254019199,22.495122577437847,13.8,1011.3,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-21,29.1,23.3,35.0,73.6276737001466,73.6276737001466,23.90508235549499,21.219523084960954,11.4,1011.7,1.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-22,28.9,24.4,34.2,71.60460942597747,71.60460942597747,23.250362611892783,20.41259293343307,10.6,1012.2,0.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-23,28.7,23.8,34.3,72.42993608672244,72.42993608672244,23.24826170526737,20.42352718804295,11.0,1011.3,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-24,29.0,24.8,34.7,74.7861849189089,74.7861849189089,24.06878919888569,21.436217052352312,11.1,1010.9,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-25,29.4,25.2,36.5,72.4647307131774,72.4647307131774,23.928424787154743,21.22822918436617,12.6,1009.5,0.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-26,30.7,25.4,37.9,72.07499289672671,72.07499289672671,25.086038662729575,22.65272649129456,21.2,1009.0,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-27,30.8,26.2,39.8,71.56778571900114,71.56778571900114,25.063358251122523,22.61470610376783,22.2,1009.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-28,30.6,26.4,38.8,75.50879636742064,75.50879636742064,25.773366987801634,23.604464961762435,17.2,1009.9,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-02-29,30.2,25.6,38.4,75.38069532201719,75.38069532201719,25.35876594938518,23.06120628653166,13.3,1010.6,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-01,30.1,25.9,37.7,74.98262206770802,74.98262206770802,25.173276666589864,22.815731054811238,15.1,1011.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-02,29.2,24.4,36.8,71.09936503527918,71.09936503527918,23.420537246589287,20.602799592030717,13.0,1012.1,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-03,29.2,24.8,35.9,75.84756586010313,75.84756586010313,24.49700283367366,21.978708223113735,11.9,1011.3,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-04,29.4,24.7,35.4,79.21775287797618,79.21775287797618,25.420024801961763,23.206497795738855,10.3,1011.1,0.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-05,29.6,25.2,36.5,81.39118768102925,81.39118768102925,26.07130216706723,24.10370903628025,12.9,1011.1,0.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-06,29.7,24.8,35.6,82.87778308883959,82.87778308883959,26.47547976560595,24.67752707146696,12.0,1011.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-07,29.3,24.9,35.7,81.94389313109573,81.94389313109573,25.893294296372172,23.874885104596533,12.5,1010.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-08,28.8,24.4,34.1,80.37637802141123,80.37637802141123,25.080995414069058,22.78842202263815,8.2,1011.2,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-09,29.0,24.3,35.5,81.46660029935754,81.46660029935754,25.502310801034216,23.351047100849176,9.3,1011.3,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-10,29.4,25.0,36.1,81.01704618230461,81.01704618230461,25.798638839705998,23.733592980641454,8.8,1012.5,0.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-11,29.6,25.3,37.5,79.25300994942754,79.25300994942754,25.621725321971628,23.47049535088278,10.8,1013.7,1.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-12,29.2,24.3,35.7,77.37486969127818,77.37486969127818,24.830728426416254,22.421282284558963,9.8,1013.0,0.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-13,28.7,23.9,33.7,78.54710156303072,78.54710156303072,24.597971992476232,22.14842302765204,9.1,1012.8,1.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-14,28.9,24.9,33.3,75.72750981902767,75.72750981902767,24.18084562279169,21.58792351763835,10.3,1012.5,2.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-15,29.6,25.3,35.5,72.21295787000241,72.21295787000241,24.06245903219649,21.385609114946025,13.0,1011.0,0.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-16,29.5,24.5,35.1,75.20041178351194,75.20041178351194,24.643230846213832,22.149702676120885,10.0,1011.2,0.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-17,29.7,25.2,36.4,72.3328364793767,72.3328364793767,24.186102419451586,21.537684332873773,10.1,1011.2,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-18,29.2,24.1,35.9,74.7109142183875,74.7109142183875,24.244798962858713,21.64933529596312,10.7,1011.1,0.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-19,29.5,23.8,36.9,75.64395296140275,75.64395296140275,24.74169339210289,22.28034431732865,11.2,1010.5,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-20,29.5,24.5,36.2,77.35571539523511,77.35571539523511,25.117015239784084,22.78453077139609,10.7,1010.3,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-21,29.9,25.4,37.7,74.84738548876338,74.84738548876338,24.9501357165618,22.52935898559872,14.1,1009.8,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-22,29.6,24.7,37.6,80.1939526900959,80.1939526900959,25.820860176920828,23.749152177095386,12.0,1008.8,1.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-23,29.2,24.6,37.1,77.81097595994976,77.81097595994976,24.924962368973596,22.547654862567367,10.7,1009.0,2.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-24,29.1,24.0,37.8,72.42923403157025,72.42923403157025,23.63220512325287,20.874132324458923,9.7,1010.5,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-25,30.1,23.7,38.9,73.27806911549605,73.27806911549605,24.78744169916985,22.29706925486464,11.2,1010.4,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-26,29.7,24.9,37.1,74.0454537610123,74.0454537610123,24.576996637515055,22.04762991485587,10.3,1011.3,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-27,29.9,25.0,37.6,76.47844997941397,76.47844997941397,25.312263147251965,23.020315846664314,12.0,1012.8,0.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-28,29.4,25.2,36.7,74.36933314365385,74.36933314365385,24.361026545479714,21.78617422192225,9.9,1011.7,1.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-29,28.8,25.4,34.2,75.95728729048585,75.95728729048585,24.134790047596887,21.535515297905793,9.2,1011.1,1.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-30,29.5,24.9,37.6,77.72580094517467,77.72580094517467,25.197204008707928,22.89353662258063,10.9,1011.6,1.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-03-31,28.8,24.0,34.5,79.65459843350442,79.65459843350442,24.929610549679555,22.583782074167658,8.8,1012.4,0.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-01,29.3,25.2,34.9,78.57945387629997,78.57945387629997,25.1869001696974,22.894633891475177,8.8,1010.2,0.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-02,29.5,25.0,34.3,78.86233475098551,78.86233475098551,25.441393312534817,23.228293910247366,10.1,1008.9,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-03,29.0,24.0,34.2,79.2628328983339,79.2628328983339,25.04116429115105,22.719373799256587,9.2,1009.7,1.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-04,29.7,25.2,34.6,78.14660296895127,78.14660296895127,25.48184255020415,23.268780105306224,9.6,1009.9,2.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-05,29.5,24.9,34.3,74.0375991649329,74.0375991649329,24.382662578332244,21.807205166350407,9.7,1009.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-06,30.4,25.8,37.2,71.5265469647147,71.5265469647147,24.67027608545881,22.119741596780557,9.6,1008.1,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-07,30.3,26.3,34.9,70.70666062514138,70.70666062514138,24.3817011141972,21.74846193823441,9.9,1008.4,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-08,29.8,24.6,34.6,73.18488901173437,73.18488901173437,24.47771716451855,21.909888434175286,9.6,1008.7,4.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-09,30.3,25.0,38.5,69.48536006516836,69.48536006516836,24.090968013195855,21.3728055501533,9.9,1008.9,0.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-10,30.5,25.5,38.7,73.64185789307946,73.64185789307946,25.255264869603877,22.897091668048322,11.5,1008.8,0.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-11,30.4,25.7,38.0,70.71053958758127,70.71053958758127,24.478335145925683,21.867389524868535,10.9,1009.3,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-12,28.5,25.6,35.4,79.47267362419505,79.47267362419505,24.599822768766565,22.16555963175498,8.8,1009.7,25.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-13,29.2,25.6,35.7,70.97534786469808,70.97534786469808,23.391587290379157,20.566862549411766,10.1,1009.8,2.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-14,30.5,25.8,38.6,67.2509337684346,67.2509337684346,23.73752147270378,20.909993844715345,11.8,1009.4,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-15,30.7,25.4,38.0,68.21167323444344,68.21167323444344,24.164106080165787,21.438508908456363,11.5,1009.7,0.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-16,29.2,24.8,37.3,72.57925661227726,72.57925661227726,23.76262701207504,21.031634780132563,10.7,1010.0,0.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-17,28.9,24.6,33.1,71.62046519170154,71.62046519170154,23.254029936499464,20.41711299567443,10.7,1009.7,1.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-18,29.5,26.0,34.1,74.89044075686435,74.89044075686435,24.574117699478716,22.058403095232666,10.2,1008.9,7.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-19,29.1,25.5,33.7,75.86251265468243,75.86251265468243,24.403718391224754,21.86360450711851,9.6,1007.7,5.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-20,29.2,24.6,33.5,74.76698810962124,74.76698810962124,24.257319296951845,21.665584092880795,10.5,1007.7,1.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-21,30.2,25.8,35.0,74.44209180336527,74.44209180336527,25.148100957875805,22.77405943451033,10.5,1007.3,5.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-22,29.5,25.4,34.0,71.39629893687683,71.39629893687683,23.77721654464828,21.029230507139307,10.4,1008.5,0.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-23,30.2,25.5,35.5,71.67647879966351,71.67647879966351,24.513572808870872,21.92797580905918,9.1,1006.9,2.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-24,29.3,25.3,33.9,74.14376758289025,74.14376758289025,24.21400207023968,21.602267900933736,9.7,1007.3,3.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-25,30.0,24.4,35.1,74.14441961429658,74.14441961429658,24.88822360774826,22.43894027813969,9.5,1007.1,0.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-26,30.4,25.8,35.9,72.322158499512,72.322158499512,24.855583575826113,22.36578620969632,9.4,1007.1,0.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-27,30.5,26.2,35.1,73.23596199643127,73.23596199643127,25.162368750368884,22.770888502903684,9.7,1006.9,1.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-28,30.8,26.6,36.8,72.72283434087656,72.72283434087656,25.33243366573751,22.979689941913037,10.0,1007.6,1.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-29,30.8,25.5,36.0,69.96701741996658,69.96701741996658,24.68409898680966,22.108879295529952,10.6,1008.8,0.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-04-30,29.9,26.4,33.7,72.49683687723234,72.49683687723234,24.41593197018458,21.82183455924139,12.0,1008.7,1.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-01,30.1,26.0,34.3,71.24399675237734,71.24399675237734,24.31660538638252,21.678141205895713,12.3,1007.0,0.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-02,31.3,27.7,36.7,71.8514599115006,71.8514599115006,25.60928771754324,23.322227386205803,10.6,1006.5,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-03,30.0,26.7,34.4,74.01790575091934,74.01790575091934,24.8595914760147,22.400652339014314,9.4,1007.9,6.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-04,30.5,25.8,35.2,70.53840077575761,70.53840077575761,24.533284313395914,21.932149390161367,10.3,1008.2,0.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-05,30.9,28.0,35.7,69.5888514014238,69.5888514014238,24.688913898629597,22.107964933201917,13.0,1007.6,0.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-06,31.0,27.5,35.5,70.45334442821324,70.45334442821324,24.991448534268795,22.503220848260103,11.8,1008.3,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-07,31.4,27.3,36.8,71.03095024807051,71.03095024807051,25.511567056017476,23.179763292019548,10.9,1008.7,0.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-08,29.8,25.1,37.7,78.70219000627688,78.70219000627688,25.698227599400422,23.56164265394063,11.0,1008.2,28.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-09,28.6,25.2,33.8,73.60615097740384,73.60615097740384,23.419118255466053,20.641999968318817,8.7,1007.8,7.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-10,27.9,24.3,32.7,75.6144512969114,75.6144512969114,23.19044220062577,20.406423414457773,7.3,1008.8,6.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-11,28.7,25.5,33.7,75.08379322113184,75.08379322113184,23.845617624984996,21.171852069524217,7.0,1008.9,9.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-12,27.6,24.8,32.0,76.87240031503336,76.87240031503336,23.173619980722393,20.406032671096256,6.3,1009.2,8.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-13,28.0,24.9,32.0,75.99157802781517,75.99157802781517,23.369448268824616,20.62126124469275,6.4,1008.1,12.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-14,27.7,25.0,32.6,75.03009115528039,75.03009115528039,22.869135568376684,20.027039389349717,7.9,1008.7,11.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-15,28.7,25.4,34.0,74.98537641125716,74.98537641125716,23.823797540005884,21.14410085917068,8.9,1008.6,14.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-16,28.1,25.2,33.7,79.92611060647775,79.92611060647775,24.30616817084644,21.808424605442962,7.3,1009.0,14.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-17,27.0,24.9,32.5,80.88255999000292,80.88255999000292,23.433821708725134,20.770441357506304,7.0,1008.1,27.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-18,26.8,24.8,31.2,82.13136504934029,82.13136504934029,23.493064093138663,20.858644510120104,7.5,1006.7,20.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-19,26.3,24.3,30.0,83.86662071403504,83.86662071403504,23.351341334927127,20.715689623124486,8.5,1005.3,50.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-20,25.0,23.7,26.8,82.71922866659888,82.71922866659888,21.853599579227787,18.998769711607157,9.0,1005.8,60.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-21,26.5,23.6,30.2,75.76966084413483,75.76966084413483,21.872162917456787,18.925085870444242,14.2,1004.6,5.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-22,26.1,24.5,29.5,78.27420567211934,78.27420567211934,22.018362729150155,19.12005951149762,10.3,1003.6,12.5,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-23,25.4,24.2,27.3,82.17396905489463,82.17396905489463,22.135589066358733,19.30222187275015,12.7,1003.0,63.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-24,25.6,24.2,29.4,84.98991745287661,84.98991745287661,22.886149544685708,20.18860067935206,13.6,1003.5,49.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-25,25.9,23.2,29.6,82.51840340611108,82.51840340611108,22.69246721507931,19.93307371617258,11.6,1005.9,35.3,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-26,26.4,24.2,31.0,78.468936973952,78.468936973952,22.35020121146874,19.490594166682182,11.2,1006.5,16.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-27,26.9,23.9,30.5,78.28213442741776,78.28213442741776,22.79592605231587,19.991598380137482,12.5,1007.2,5.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-28,26.0,23.8,30.2,82.1796977389296,82.1796977389296,22.72222345053882,19.962387575287952,11.3,1007.5,25.8,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-29,26.2,23.9,30.2,77.9762711387595,77.9762711387595,22.0527400893711,19.15374945910099,10.1,1006.8,5.1,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-30,26.3,23.9,28.8,79.54121419668442,79.54121419668442,22.47649501666975,19.647281499077106,13.0,1007.3,5.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-05-31,27.8,25.0,31.6,79.33924722999095,79.33924722999095,23.89178734605325,21.294167723117553,14.1,1007.1,8.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-01,27.2,25.5,30.0,82.20371491516266,82.20371491516266,23.897970214729586,21.344634249348545,11.9,1007.8,18.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-02,26.7,24.8,29.6,82.0585689602794,82.0585689602794,23.380796626311273,20.724846297013983,10.5,1008.2,24.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-03,26.3,24.2,29.6,83.52129560540693,83.52129560540693,23.282966287782283,20.630391709502764,7.6,1008.6,11.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-04,26.9,24.6,31.0,80.4548353458947,80.4548353458947,23.248594013428008,20.546460156455293,9.2,1009.2,8.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-05,26.6,24.8,30.0,78.97879158789414,78.97879158789414,22.650980779244822,19.836559804506507,8.6,1009.9,6.4,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-06,25.7,24.2,29.2,84.63149309321648,84.63149309321648,22.91429858698121,20.21626374226069,9.9,1010.4,17.9,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-07,25.2,23.9,27.6,81.8477669300233,81.8477669300233,21.87520184304506,19.01107216751747,12.7,1009.1,12.6,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-08,24.8,23.7,27.0,84.9659225145175,84.9659225145175,22.097566466226024,19.29636388460536,15.0,1009.4,17.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-09,25.5,23.5,30.0,82.04277120521802,82.04277120521802,22.20691056405589,19.37970588531918,11.4,1009.4,11.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-10,26.0,23.7,29.0,81.23580247434293,81.23580247434293,22.531775861947015,19.73310463046602,11.5,1009.9,11.7,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-11,25.7,24.1,29.1,81.19774736028305,81.19774736028305,22.23175231585601,19.396031145343308,10.1,1010.2,29.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-12,25.6,23.8,28.4,78.75802747988962,78.75802747988962,21.634186111112413,18.70827051887096,8.8,1011.2,15.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-13,26.0,23.6,30.4,78.66920477761751,78.66920477761751,22.003940951043493,19.109648723696438,7.7,1010.6,7.2,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-14,26.8,23.9,30.6,74.86619794045613,74.86619794045613,21.965030073209626,19.01353286562481,8.8,1009.1,2.0,40,10.5167,76.2167
Kerala-TN Western Ghats,Thrissur,KL,Thrissur,2024-06-15,27.0,23.9,30.8,74.38590631887672,74.38590631887672,22.052240360898725,19.102116763022234,8.2,1008.6,1.4,40,10.5167,76.2167
